Date,AAPL,AMZN,CVX,GOOGL,JNJ,JPM,MA,META,MSFT,NVDA,PG,QQQ,SPY,TSLA,V,WMT
2015-08-10,26.93467903137207,26.200000762939453,55.85487365722656,32.95933151245117,75.5505142211914,52.44087219238281,92.32227325439453,93.63630676269531,41.03940200805664,0.5755045413970947,57.90096664428711,103.45658111572266,177.5050506591797,16.076000213623047,69.36800384521484,19.77995491027832
2015-08-11,25.533050537109375,26.37299919128418,55.78334426879883,34.309234619140625,74.9599838256836,51.9384651184082,91.49393463134766,93.10920715332031,40.241661071777344,0.5726005434989929,57.77968215942383,102.13053894042969,175.9033966064453,15.824666976928711,68.416748046875,19.90448570251465
2015-08-12,25.926767349243164,26.295499801635742,56.440147399902344,34.36738967895508,74.73284912109375,51.18484115600586,91.34332275390625,93.67608642578125,40.527809143066406,0.5740525126457214,57.9085578918457,102.48291778564453,176.1141357421875,15.878000259399414,68.69696044921875,20.0843505859375
2015-08-13,25.906518936157227,26.482999801635742,55.828853607177734,34.12086868286133,74.55872344970703,51.42084503173828,91.52217102050781,92.92023468017578,40.51915740966797,0.5692122578620911,57.446128845214844,102.31602478027344,175.8949737548828,16.167333602905273,69.06130981445312,19.954288482666016
2015-08-14,26.088747024536133,26.576000213623047,55.91991424560547,34.26301193237305,74.80854797363281,51.679649353027344,92.1434097290039,93.90483093261719,40.75325393676758,0.5696962475776672,57.32485580444336,102.47366333007812,176.5355987548828,16.209999084472656,69.33218383789062,20.02900505065918
2015-08-17,26.358728408813477,26.76099967956543,54.80705261230469,34.498600006103516,75.611083984375,51.816650390625,92.11517333984375,93.4175033569336,41.030723571777344,0.5660660862922668,57.25660705566406,103.32674407958984,177.5218963623047,16.999332427978516,69.50968170166016,19.898942947387695
2015-08-18,26.210237503051758,26.750999450683594,54.94533157348633,34.231201171875,75.23255157470703,51.9232292175293,91.87044525146484,94.6507339477539,41.257652282714844,0.5609140396118164,56.953399658203125,102.79820251464844,177.00765991210938,17.381332397460938,69.56571960449219,19.226505279541016
2015-08-19,25.875022888183594,26.645999908447266,53.27932357788086,34.495121002197266,75.1871109008789,51.45887756347656,90.92915344238281,94.78996276855469,40.681602478027344,0.5587266683578491,56.18776321411133,102.12130737304688,175.60826110839844,17.016666412353516,69.50032806396484,18.974702835083008
2015-08-20,25.344058990478516,25.788999557495117,52.17961120605469,33.77145767211914,74.7934341430664,50.19525146484375,89.00890350341797,90.06590270996094,39.85244369506836,0.5385552048683167,56.028568267822266,99.29309844970703,171.94142150878906,16.14533233642578,69.0799560546875,18.935962677001953
2015-08-21,23.793949127197266,24.723499298095703,49.888031005859375,32.00952911376953,72.90145874023438,48.41397476196289,85.35667419433594,85.59044647216797,37.59186935424805,0.5217860341072083,54.4593505859375,94.95340728759766,166.7655487060547,15.38466739654541,66.50174713134766,18.412965774536133
2015-08-24,23.19999885559082,23.168500900268555,47.491092681884766,30.721256256103516,70.81114959716797,45.86387634277344,82.67398834228516,81.64210510253906,36.378658294677734,0.503315806388855,52.41257858276367,91.2999038696289,159.7435760498047,14.591333389282227,63.858123779296875,17.696250915527344
2015-08-25,23.339492797851562,23.318500518798828,46.10823059082031,30.440935134887695,69.21672821044922,45.60506057739258,81.7232894897461,82.5471420288086,35.32255172729492,0.4928654432296753,51.86678695678711,90.95681762695312,157.86376953125,14.66866683959961,62.55963134765625,17.461042404174805
2015-08-26,24.67812728881836,25.03849983215332,48.12983322143555,32.79034423828125,72.55815887451172,47.88874435424805,86.32621002197266,86.71428680419922,37.27764129638672,0.5300491452217102,53.74678421020508,95.53758239746094,163.92474365234375,14.989333152770996,66.03466796875,17.939760208129883
2015-08-27,25.40481185913086,25.918500900268555,51.126014709472656,33.198890686035156,73.40498352050781,49.08386993408203,88.52886199951172,89.24042510986328,38.3162956237793,0.5499776601791382,54.186439514160156,97.95779418945312,167.97943115234375,16.19933319091797,67.63202667236328,18.285667419433594
2015-08-28,25.488052368164062,25.90049934387207,52.963218688964844,32.787864685058594,72.60393524169922,48.81743240356445,88.55709075927734,90.51343536376953,38.342472076416016,0.5524077415466309,53.98178482055664,97.93925476074219,167.9878387451172,16.565332412719727,67.6880874633789,17.97020721435547
